"Mean","Max","Min","Std","Index","Dataset","GroupLabel","Envelope_Min","Envelope_Max"
-0.142420135593464,-0.141809979026973,-0.142858954784565,0.000228885352372813,184,"Dataset 1","Little noise",-0.153864403212105,-0.130975867974823
-0.142161266617813,-0.141607029586519,-0.142650077366381,0.000232497366210397,185,"Dataset 1","Little noise",-0.153786134928333,-0.130536398307293
-0.141965048340238,-0.141560993648315,-0.142388817688297,0.000195233404730597,186,"Dataset 1","Little noise",-0.151726718576768,-0.132203378103708
-0.14143423012313,-0.140711119767919,-0.141930768850307,0.000236560163317636,187,"Dataset 1","Little noise",-0.153262238289012,-0.129606221957248
-0.140831535849585,-0.140260951592889,-0.141402788635516,0.000235305622124469,188,"Dataset 1","Little noise",-0.152596816955808,-0.129066254743362
-0.140201767816778,-0.139357106363978,-0.140673131141498,0.000251825586152928,189,"Dataset 1","Little noise",-0.152793047124424,-0.127610488509132
-0.139656563611849,-0.139084897956598,-0.140428674967656,0.000265343290532694,190,"Dataset 1","Little noise",-0.152923728138484,-0.126389399085214
-0.139433801385921,-0.138677892843227,-0.140036121656227,0.000263786177717492,191,"Dataset 1","Little noise",-0.152623110271796,-0.126244492500046
-0.139439838036119,-0.138847145762985,-0.140051536455824,0.000240753020725831,192,"Dataset 1","Little noise",-0.151477489072411,-0.127402186999827
-0.139580726672377,-0.139102159505475,-0.140391060967575,0.000246702052669174,193,"Dataset 1","Little noise",-0.151915829305836,-0.127245624038918
-0.139420669013176,-0.138959403921085,-0.140117478428667,0.00026758630603113,194,"Dataset 1","Little noise",-0.152799984314733,-0.12604135371162
-0.138784599897995,-0.138319788571493,-0.139305145897637,0.000217781663046908,195,"Dataset 1","Little noise",-0.14967368305034,-0.12789551674565
-0.138732823893519,-0.137869835775222,-0.139256242548951,0.000263129327705719,196,"Dataset 1","Little noise",-0.151889290278805,-0.125576357508233
-0.138308361176723,-0.137669042780476,-0.138802576531537,0.000214036289696588,197,"Dataset 1","Little noise",-0.149010175661552,-0.127606546691894
