folder_fcr_binding(8),folder_fcr_binding(6),folder_fcr_binding(5),folder_fcr_binding(7)
-0.10490847960976332,-0.47769857956571726,-0.7632801857710375,-0.21126150576658578
-0.10495438179924914,-0.4763882209533214,-0.7646858364037328,-0.20842994123517175
-0.10485738465653194,-0.4773999503534629,-0.7690407883075632,-0.20577490643043167
-0.10524130127436136,-0.4782320684245905,-0.7689083385796311,-0.20311260349602403
-0.10324597559355403,-0.47946680747044823,-0.7674264136726379,-0.2015941736782717
-0.1007931218387769,-0.47941282651924505,-0.7690256611271298,-0.20244043635876152
-0.10341257550727798,-0.4775091572818064,-0.7698009540054385,-0.20242351688416274
-0.1053884534830334,-0.47953969232902,-0.7805033570092218,-0.20113586053488144
-0.10475185472577411,-0.47872633216800303,-0.7791935976131624,-0.1996396365935956
-0.10372979247892936,-0.47705255056631835,-0.7805929097736708,-0.20028806817241826
-0.10696591416464382,-0.4762459715217022,-0.7876761219961896,-0.19897117474227827
-0.1079564351523877,-0.47505461881425215,-0.7859330850440176,-0.1989231804940976
-0.10515655639298498,-0.475245418047319,-0.7864900958116655,-0.1967132624444675
-0.10655920171531962,-0.4740294449694272,-0.7861143854335831,-0.19391549853699078
-0.10442379448544799,-0.4731292776007524,-0.7861465130206022,-0.19678200340324378
-0.10334401564403739,-0.4767619635689535,-0.7851481883925265,-0.1947047491585667
-0.10242424308996996,-0.47712271557799196,-0.7891492296885176,-0.1936962299490628
-0.10125053608961869,-0.4761769086107502,-0.7884353485886489,-0.19012017718379273
-0.10153402808965777,-0.47494059504777625,-0.7886338732300641,-0.19028917082733895
-0.09915086309120559,-0.47992263030401816,-0.7911394850519342,-0.20421027730181338
-0.09832994167264941,-0.47949366362197116,-0.7921408209687516,-0.2026413554791061
-0.09781831781806077,-0.47824890765948097,-0.7913445140865807,-0.20070154159939269
-0.09732460848849511,-0.480545167090893,-0.7944235724269578,-0.19963329687570333
-0.0964580806050404,-0.4814588472664022,-0.7969252838439621,-0.19660038575707678
-0.09879710002681709,-0.4800320845430285,-0.7957772750940063,-0.19382506327531254
-0.0994832641636461,-0.47762880346748604,-0.7951887493259633,-0.19136994518461595
-0.09775114535573738,-0.47775363574537616,-0.7960434656137012,-0.18935528359699724
-0.09618458430696614,-0.4785961456570014,-0.8006878925714268,-0.18959996379998403
-0.09538839507073055,-0.4790239044459617,-0.7992885717406315,-0.19409889384589607
-0.09403810650489992,-0.47936798635948946,-0.800024998456271,-0.19439838877605145
-0.09272378803411867,-0.4779572630612449,-0.8004319602394752,-0.1939314622850205
-0.09281462088302687,-0.47530476632823154,-0.8007641091669455,-0.19388570312962944
-0.0932016530540971,-0.4733254187171045,-0.800259623673296,-0.19339759089542297
-0.09077913555008625,-0.4729489866534719,-0.8019924430689652,-0.1927933089856779
-0.08893434237149084,-0.4704456894966392,-0.8016437889752704,-0.19143471702246
